ordinal,fault_id,paired_fault_id,stuck_at,location_id,site_id,site_key,region,source_net,source_class,source_fanout,fanout_bucket,sink_instance,sink_cell_type,sink_pin,sink_role,stratum,result,screening_decision,xrun_exit_status,run_dir,xrun_log,signature_present,fault_json_present,fault_patch_present
324,BF0162_SA1,BF0162_SA0,1,BL00162,BS014421,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12099|B2,execute_wb,op_a_i[28],hierarchy_boundary,6,5_8,\csa_tree_add_228_5_groupi/g12099,AOI221_X1,B2,combinational_input,execute_wb|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0162_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0162_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
325,BF0163_SA0,BF0163_SA1,0,BL00163,BS014455,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12939|B,execute_wb,op_a_i[31],hierarchy_boundary,3,3_4,\csa_tree_add_228_5_groupi/g12939,XOR2_X1,B,combinational_input,execute_wb|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0163_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0163_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
326,BF0163_SA1,BF0163_SA0,1,BL00163,BS014455,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12939|B,execute_wb,op_a_i[31],hierarchy_boundary,3,3_4,\csa_tree_add_228_5_groupi/g12939,XOR2_X1,B,combinational_input,execute_wb|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0163_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0163_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
327,BF0164_SA0,BF0164_SA1,0,BL00164,BS014714,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12925|A2,execute_wb,op_b_i[23],hierarchy_boundary,18,gt_8,\csa_tree_add_228_5_groupi/g12925,NAND4_X1,A2,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0164_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0164_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
328,BF0164_SA1,BF0164_SA0,1,BL00164,BS014714,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12925|A2,execute_wb,op_b_i[23],hierarchy_boundary,18,gt_8,\csa_tree_add_228_5_groupi/g12925,NAND4_X1,A2,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0164_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0164_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
329,BF0165_SA0,BF0165_SA1,0,BL00165,BS014748,cv32e40p_mult|\csa_tree_add_228_5_groupi/g13017|A,execute_wb,op_b_i[27],hierarchy_boundary,5,5_8,\csa_tree_add_228_5_groupi/g13017,INV_X1,A,combinational_input,execute_wb|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0165_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0165_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
330,BF0165_SA1,BF0165_SA0,1,BL00165,BS014748,cv32e40p_mult|\csa_tree_add_228_5_groupi/g13017|A,execute_wb,op_b_i[27],hierarchy_boundary,5,5_8,\csa_tree_add_228_5_groupi/g13017,INV_X1,A,combinational_input,execute_wb|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0165_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0165_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
331,BF0166_SA0,BF0166_SA1,0,BL00166,BS014811,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12513|B,execute_wb,op_b_i[5],hierarchy_boundary,35,gt_8,\csa_tree_add_228_5_groupi/g12513,XNOR2_X1,B,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0166_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0166_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
332,BF0166_SA1,BF0166_SA0,1,BL00166,BS014811,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12513|B,execute_wb,op_b_i[5],hierarchy_boundary,35,gt_8,\csa_tree_add_228_5_groupi/g12513,XNOR2_X1,B,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0166_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0166_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
333,BF0167_SA0,BF0167_SA1,0,BL00167,BS014919,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12580|A,execute_wb,op_c_i[27],hierarchy_boundary,2,2,\csa_tree_add_228_5_groupi/g12580,FA_X1,A,arithmetic_input,execute_wb|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0167_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0167_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
334,BF0167_SA1,BF0167_SA0,1,BL00167,BS014919,cv32e40p_mult|\csa_tree_add_228_5_groupi/g12580|A,execute_wb,op_c_i[27],hierarchy_boundary,2,2,\csa_tree_add_228_5_groupi/g12580,FA_X1,A,arithmetic_input,execute_wb|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0167_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0167_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
335,BF0168_SA0,BF0168_SA1,0,BL00168,BS014991,cv32e40p_mult|\csa_tree_add_111_42_groupi/g8351|B,execute_wb,short_op_b[16],combinational_output,20,gt_8,\csa_tree_add_111_42_groupi/g8351,XNOR2_X1,B,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0168_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0168_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
336,BF0168_SA1,BF0168_SA0,1,BL00168,BS014991,cv32e40p_mult|\csa_tree_add_111_42_groupi/g8351|B,execute_wb,short_op_b[16],combinational_output,20,gt_8,\csa_tree_add_111_42_groupi/g8351,XNOR2_X1,B,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0168_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0168_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
337,BF0169_SA0,BF0169_SA1,0,BL00169,BS015006,cv32e40p_mult|\csa_tree_add_111_42_groupi/g8373|B,execute_wb,short_op_b[16],combinational_output,20,gt_8,\csa_tree_add_111_42_groupi/g8373,XNOR2_X1,B,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0169_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0169_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
338,BF0169_SA1,BF0169_SA0,1,BL00169,BS015006,cv32e40p_mult|\csa_tree_add_111_42_groupi/g8373|B,execute_wb,short_op_b[16],combinational_output,20,gt_8,\csa_tree_add_111_42_groupi/g8373,XNOR2_X1,B,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0169_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0169_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
339,BF0170_SA0,BF0170_SA1,0,BL00170,BS015026,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g1565|A2,execute_wb,branch_i,hierarchy_boundary,37,gt_8,g1565,OR2_X1,A2,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0170_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0170_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
340,BF0170_SA1,BF0170_SA0,1,BL00170,BS015026,cv32e40p_prefetch_controller_PULP_OBI0_COREV_PULP0_DEPTH2|g1565|A2,execute_wb,branch_i,hierarchy_boundary,37,gt_8,g1565,OR2_X1,A2,combinational_input,execute_wb|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0170_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0170_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
341,BF0171_SA0,BF0171_SA1,0,BL00171,BS015133,cv32e40p_alu|g28110|A,id_control_regfile,operand_a_i[16],hierarchy_boundary,9,gt_8,g28110,INV_X1,A,combinational_input,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0171_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0171_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
342,BF0171_SA1,BF0171_SA0,1,BL00171,BS015133,cv32e40p_alu|g28110|A,id_control_regfile,operand_a_i[16],hierarchy_boundary,9,gt_8,g28110,INV_X1,A,combinational_input,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0171_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0171_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
343,BF0172_SA0,BF0172_SA1,0,BL00172,BS015177,cv32e40p_alu|g16413|B2,id_control_regfile,operand_a_i[20],hierarchy_boundary,10,gt_8,g16413,OAI221_X1,B2,combinational_input,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0172_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0172_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
344,BF0172_SA1,BF0172_SA0,1,BL00172,BS015177,cv32e40p_alu|g16413|B2,id_control_regfile,operand_a_i[20],hierarchy_boundary,10,gt_8,g16413,OAI221_X1,B2,combinational_input,id_control_regfile|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0172_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0172_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
345,BF0173_SA0,BF0173_SA1,0,BL00173,BS015263,cv32e40p_alu|g27934|A2,id_control_regfile,operand_a_i[29],hierarchy_boundary,8,5_8,g27934,AND2_X1,A2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0173_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0173_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
346,BF0173_SA1,BF0173_SA0,1,BL00173,BS015263,cv32e40p_alu|g27934|A2,id_control_regfile,operand_a_i[29],hierarchy_boundary,8,5_8,g27934,AND2_X1,A2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0173_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0173_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
347,BF0174_SA0,BF0174_SA1,0,BL00174,BS015383,cv32e40p_alu|g27617|B2,id_control_regfile,operand_b_i[11],hierarchy_boundary,6,5_8,g27617,AOI221_X1,B2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0174_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0174_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
348,BF0174_SA1,BF0174_SA0,1,BL00174,BS015383,cv32e40p_alu|g27617|B2,id_control_regfile,operand_b_i[11],hierarchy_boundary,6,5_8,g27617,AOI221_X1,B2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0174_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0174_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
349,BF0175_SA0,BF0175_SA1,0,BL00175,BS015452,cv32e40p_alu|g28084|A2,id_control_regfile,operand_b_i[21],hierarchy_boundary,5,5_8,g28084,NOR2_X1,A2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0175_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0175_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
350,BF0175_SA1,BF0175_SA0,1,BL00175,BS015452,cv32e40p_alu|g28084|A2,id_control_regfile,operand_b_i[21],hierarchy_boundary,5,5_8,g28084,NOR2_X1,A2,combinational_input,id_control_regfile|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0175_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0175_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
351,BF0176_SA0,BF0176_SA1,0,BL00176,BS015490,cv32e40p_alu|g28106|A,id_control_regfile,operand_b_i[28],hierarchy_boundary,4,3_4,g28106,INV_X1,A,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0176_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0176_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
352,BF0176_SA1,BF0176_SA0,1,BL00176,BS015490,cv32e40p_alu|g28106|A,id_control_regfile,operand_b_i[28],hierarchy_boundary,4,3_4,g28106,INV_X1,A,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0176_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0176_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
353,BF0177_SA0,BF0177_SA1,0,BL00177,BS015575,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10602|A3,id_control_regfile,ctrl_fsm_cs[1],sequential_output,9,gt_8,g10602,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0177_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0177_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
354,BF0177_SA1,BF0177_SA0,1,BL00177,BS015575,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10602|A3,id_control_regfile,ctrl_fsm_cs[1],sequential_output,9,gt_8,g10602,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0177_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0177_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
355,BF0178_SA0,BF0178_SA1,0,BL00178,BS015590,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10569|A3,id_control_regfile,ctrl_fsm_cs[2],sequential_output,11,gt_8,g10569,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0178_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0178_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
356,BF0178_SA1,BF0178_SA0,1,BL00178,BS015590,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10569|A3,id_control_regfile,ctrl_fsm_cs[2],sequential_output,11,gt_8,g10569,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0178_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0178_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
357,BF0179_SA0,BF0179_SA1,0,BL00179,BS015632,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10561|A1,id_control_regfile,id_ready_i,hierarchy_boundary,4,3_4,g10561,NOR2_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0179_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0179_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
358,BF0179_SA1,BF0179_SA0,1,BL00179,BS015632,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10561|A1,id_control_regfile,id_ready_i,hierarchy_boundary,4,3_4,g10561,NOR2_X1,A1,combinational_input,id_control_regfile|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0179_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0179_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
359,BF0180_SA0,BF0180_SA1,0,BL00180,BS015645,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9891|A3,id_control_regfile,illegal_insn_q,sequential_output,8,5_8,g9891,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0180_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0180_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
360,BF0180_SA1,BF0180_SA0,1,BL00180,BS015645,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9891|A3,id_control_regfile,illegal_insn_q,sequential_output,8,5_8,g9891,NOR3_X1,A3,combinational_input,id_control_regfile|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0180_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0180_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
361,BF0181_SA0,BF0181_SA1,0,BL00181,BS015649,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9972|A2,id_control_regfile,illegal_insn_q,sequential_output,8,5_8,g9972,NOR2_X1,A2,combinational_input,id_control_regfile|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0181_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0181_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
362,BF0181_SA1,BF0181_SA0,1,BL00181,BS015649,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9972|A2,id_control_regfile,illegal_insn_q,sequential_output,8,5_8,g9972,NOR2_X1,A2,combinational_input,id_control_regfile|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0181_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0181_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
363,BF0182_SA0,BF0182_SA1,0,BL00182,BS015731,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10041|A1,id_control_regfile,n_170,combinational_output,5,5_8,g10041,NAND2_X1,A1,combinational_input,id_control_regfile|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0182_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0182_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
364,BF0182_SA1,BF0182_SA0,1,BL00182,BS015731,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10041|A1,id_control_regfile,n_170,combinational_output,5,5_8,g10041,NAND2_X1,A1,combinational_input,id_control_regfile|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0182_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0182_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
365,BF0183_SA0,BF0183_SA1,0,BL00183,BS015853,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10566|A,id_control_regfile,n_273,combinational_output,2,2,g10566,OAI221_X1,A,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0183_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0183_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
366,BF0183_SA1,BF0183_SA0,1,BL00183,BS015853,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g10566|A,id_control_regfile,n_273,combinational_output,2,2,g10566,OAI221_X1,A,combinational_input,id_control_regfile|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0183_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0183_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
367,BF0184_SA0,BF0184_SA1,0,BL00184,BS015890,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9989|A2,id_control_regfile,n_287,combinational_output,4,3_4,g9989,NOR2_X1,A2,combinational_input,id_control_regfile|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0184_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0184_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
368,BF0184_SA1,BF0184_SA0,1,BL00184,BS015890,cv32e40p_controller_COREV_CLUSTER0_COREV_PULP0_FPU0|g9989|A2,id_control_regfile,n_287,combinational_output,4,3_4,g9989,NOR2_X1,A2,combinational_input,id_control_regfile|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0184_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0184_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
