ordinal,fault_id,paired_fault_id,stuck_at,location_id,site_id,site_key,region,source_net,source_class,source_fanout,fanout_bucket,sink_instance,sink_cell_type,sink_pin,sink_role,stratum,result,screening_decision,xrun_exit_status,run_dir,xrun_log,signature_present,fault_json_present,fault_patch_present
36,BF0018_SA1,BF0018_SA0,1,BL00018,BS001031,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41003__5477|A2,csr_debug,\mhpmcounter_q[2] [45],sequential_output,5,5_8,g41003__5477,AOI22_X1,A2,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0018_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0018_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
37,BF0019_SA0,BF0019_SA1,0,BL00019,BS001035,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I3/g1739|A1,csr_debug,\mhpmcounter_q[2] [46],sequential_output,5,5_8,\inc_add_1387_74_I3/g1739,NAND4_X1,A1,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0019_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0019_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
38,BF0019_SA1,BF0019_SA0,1,BL00019,BS001035,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I3/g1739|A1,csr_debug,\mhpmcounter_q[2] [46],sequential_output,5,5_8,\inc_add_1387_74_I3/g1739,NAND4_X1,A1,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0019_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0019_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
39,BF0020_SA0,BF0020_SA1,0,BL00020,BS001126,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41085__7410|A2,csr_debug,\mhpmcounter_q[2] [6],sequential_output,5,5_8,g41085__7410,AOI22_X1,A2,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0020_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0020_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
40,BF0020_SA1,BF0020_SA0,1,BL00020,BS001126,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41085__7410|A2,csr_debug,\mhpmcounter_q[2] [6],sequential_output,5,5_8,g41085__7410,AOI22_X1,A2,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0020_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0020_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
41,BF0021_SA0,BF0021_SA1,0,BL00021,BS001239,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1675|A2,csr_debug,\mhpmcounter_q[3] [29],sequential_output,4,3_4,\inc_add_1387_74_I4/g1675,NAND2_X1,A2,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0021_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0021_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
42,BF0021_SA1,BF0021_SA0,1,BL00021,BS001239,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1675|A2,csr_debug,\mhpmcounter_q[3] [29],sequential_output,4,3_4,\inc_add_1387_74_I4/g1675,NAND2_X1,A2,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0021_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0021_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
43,BF0022_SA0,BF0022_SA1,0,BL00022,BS001252,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1635|B,csr_debug,\mhpmcounter_q[3] [31],sequential_output,4,3_4,\inc_add_1387_74_I4/g1635,XNOR2_X1,B,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0022_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0022_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
44,BF0022_SA1,BF0022_SA0,1,BL00022,BS001252,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1635|B,csr_debug,\mhpmcounter_q[3] [31],sequential_output,4,3_4,\inc_add_1387_74_I4/g1635,XNOR2_X1,B,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0022_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0022_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
45,BF0023_SA0,BF0023_SA1,0,BL00023,BS001366,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1744|A3,csr_debug,\mhpmcounter_q[3] [53],sequential_output,5,5_8,\inc_add_1387_74_I4/g1744,AND4_X1,A3,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0023_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0023_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
46,BF0023_SA1,BF0023_SA0,1,BL00023,BS001366,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1744|A3,csr_debug,\mhpmcounter_q[3] [53],sequential_output,5,5_8,\inc_add_1387_74_I4/g1744,AND4_X1,A3,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0023_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0023_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
47,BF0024_SA0,BF0024_SA1,0,BL00024,BS001391,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g40979__4319|A2,csr_debug,\mhpmcounter_q[3] [58],sequential_output,5,5_8,g40979__4319,AOI22_X1,A2,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0024_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0024_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
48,BF0024_SA1,BF0024_SA0,1,BL00024,BS001391,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g40979__4319|A2,csr_debug,\mhpmcounter_q[3] [58],sequential_output,5,5_8,g40979__4319,AOI22_X1,A2,combinational_input,csr_debug|sequential_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0024_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0024_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
49,BF0025_SA0,BF0025_SA1,0,BL00025,BS001423,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1723|A2,csr_debug,\mhpmcounter_q[3] [7],sequential_output,4,3_4,\inc_add_1387_74_I4/g1723,NAND3_X1,A2,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0025_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0025_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
50,BF0025_SA1,BF0025_SA0,1,BL00025,BS001423,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|\inc_add_1387_74_I4/g1723|A2,csr_debug,\mhpmcounter_q[3] [7],sequential_output,4,3_4,\inc_add_1387_74_I4/g1723,NAND3_X1,A2,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0025_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0025_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
51,BF0026_SA0,BF0026_SA1,0,BL00026,BS001454,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42527__2398|A1,csr_debug,\mhpmevent_q[3] [1],sequential_output,3,3_4,g42527__2398,AOI22_X1,A1,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0026_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0026_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
52,BF0026_SA1,BF0026_SA0,1,BL00026,BS001454,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42527__2398|A1,csr_debug,\mhpmevent_q[3] [1],sequential_output,3,3_4,g42527__2398,AOI22_X1,A1,combinational_input,csr_debug|sequential_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0026_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0026_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
53,BF0027_SA0,BF0027_SA1,0,BL00027,BS001497,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41857|A4,csr_debug,csr_addr_i[11],hierarchy_boundary,6,5_8,g41857,NAND4_X1,A4,combinational_input,csr_debug|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0027_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0027_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
54,BF0027_SA1,BF0027_SA0,1,BL00027,BS001497,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41857|A4,csr_debug,csr_addr_i[11],hierarchy_boundary,6,5_8,g41857,NAND4_X1,A4,combinational_input,csr_debug|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0027_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0027_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
55,BF0028_SA0,BF0028_SA1,0,BL00028,BS001510,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42588__7482|A3,csr_debug,csr_addr_i[2],hierarchy_boundary,4,3_4,g42588__7482,AND3_X1,A3,combinational_input,csr_debug|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0028_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0028_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
56,BF0028_SA1,BF0028_SA0,1,BL00028,BS001510,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42588__7482|A3,csr_debug,csr_addr_i[2],hierarchy_boundary,4,3_4,g42588__7482,AND3_X1,A3,combinational_input,csr_debug|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0028_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0028_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
57,BF0029_SA0,BF0029_SA1,0,BL00029,BS001513,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42786__9945|A1,csr_debug,csr_addr_i[3],hierarchy_boundary,2,2,g42786__9945,NOR2_X1,A1,combinational_input,csr_debug|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0029_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0029_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
58,BF0029_SA1,BF0029_SA0,1,BL00029,BS001513,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42786__9945|A1,csr_debug,csr_addr_i[3],hierarchy_boundary,2,2,g42786__9945,NOR2_X1,A1,combinational_input,csr_debug|hierarchy_boundary|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0029_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0029_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
59,BF0030_SA0,BF0030_SA1,0,BL00030,BS001532,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41810|A2,csr_debug,csr_addr_i[7],hierarchy_boundary,8,5_8,g41810,NAND2_X2,A2,combinational_input,csr_debug|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0030_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0030_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
60,BF0030_SA1,BF0030_SA0,1,BL00030,BS001532,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41810|A2,csr_debug,csr_addr_i[7],hierarchy_boundary,8,5_8,g41810,NAND2_X2,A2,combinational_input,csr_debug|hierarchy_boundary|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0030_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0030_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
61,BF0031_SA0,BF0031_SA1,0,BL00031,BS001609,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41881|A2,csr_debug,csr_save_if_i,hierarchy_boundary,3,3_4,g41881,AND2_X2,A2,combinational_input,csr_debug|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0031_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0031_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
62,BF0031_SA1,BF0031_SA0,1,BL00031,BS001609,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g41881|A2,csr_debug,csr_save_if_i,hierarchy_boundary,3,3_4,g41881,AND2_X2,A2,combinational_input,csr_debug|hierarchy_boundary|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0031_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0031_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
63,BF0032_SA0,BF0032_SA1,0,BL00032,BS001854,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42453__1705|A1,csr_debug,dscratch1_q[14],sequential_output,2,2,g42453__1705,AOI222_X1,A1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0032_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0032_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
64,BF0032_SA1,BF0032_SA0,1,BL00032,BS001854,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42453__1705|A1,csr_debug,dscratch1_q[14],sequential_output,2,2,g42453__1705,AOI222_X1,A1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0032_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0032_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
65,BF0033_SA0,BF0033_SA1,0,BL00033,BS001900,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42352__5477|C1,csr_debug,dscratch1_q[6],sequential_output,2,2,g42352__5477,AOI221_X1,C1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0033_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0033_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
66,BF0033_SA1,BF0033_SA0,1,BL00033,BS001900,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42352__5477|C1,csr_debug,dscratch1_q[6],sequential_output,2,2,g42352__5477,AOI221_X1,C1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0033_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0033_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
67,BF0034_SA0,BF0034_SA1,0,BL00034,BS002010,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42561__4733|A1,csr_debug,mtvec_o[19],sequential_output,2,2,g42561__4733,NAND2_X1,A1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0034_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0034_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
68,BF0034_SA1,BF0034_SA0,1,BL00034,BS002010,cv32e40p_cs_registers_N_HWLP2_APU0_A_EXTENSION0_FPU0_ZFINX0_PULP_SECURE0_USE_PMP0_N_PMP_ENTRIES16_NUM_MHPMCOUNTERS1_COREV_PULP0_COREV_CLUSTER0_DEBUG_TRIGGER_EN1|g42561__4733|A1,csr_debug,mtvec_o[19],sequential_output,2,2,g42561__4733,NAND2_X1,A1,combinational_input,csr_debug|sequential_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0034_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0034_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
